geneID	geneSymbol	bioType	length	geneInfo	chromosome	start	end
ENSG00000010310.9	GIPR	protein_coding	3310	gastric inhibitory polypeptide receptor	chr19	45668221	45683722
ENSG00000010318.21	PHF7	protein_coding	833	PHD finger protein 7	chr3	52410660	52423641
ENSG00000010319.6	SEMA3G	protein_coding	4899	semaphorin 3G	chr3	52433035	52445103
ENSG00000010322.16	NISCH	protein_coding	2916.95	nischarin	chr3	52455118	52493068
ENSG00000010327.10	STAB1	protein_coding	2666.54	stabilin 1	chr3	52495338	52524495
ENSG00000010361.13	FUZ	protein_coding	1159.17	fuzzy planar cell polarity protein	chr19	49806866	49817376
ENSG00000010379.16	SLC6A13	protein_coding	851.83	solute carrier family 6 member 13	chr12	220621	262873
ENSG00000010404.18	IDS	protein_coding	2842.64	iduronate 2-sulfatase	chrX	149476988	149521096
ENSG00000010438.16	PRSS3	protein_coding	695.75	serine protease 3	chr9	33750679	33799231
ENSG00000010539.11	ZNF200	protein_coding	2316.68	zinc finger protein 200	chr16	3222325	3236221
ENSG00000010610.10	CD4	protein_coding	2859.4	CD4 molecule	chr12	6786858	6820799
ENSG00000010626.15	LRRC23	protein_coding	1123.1	leucine rich repeat containing 23	chr12	6873569	6914241
ENSG00000010671.15	BTK	protein_coding	1871.33	Bruton tyrosine kinase	chrX	101349338	101390796
ENSG00000010704.18	HFE	protein_coding	1393.83	homeostatic iron regulator	chr6	26087281	26098343
ENSG00000010803.16	SCMH1	protein_coding	2061.04	Scm polycomb group protein homolog 1	chr1	41027202	41242306
ENSG00000010810.17	FYN	protein_coding	1177.46	FYN proto-oncogene, Src family tyrosine kinase	chr6	111660332	111873452
ENSG00000010818.10	HIVEP2	protein_coding	9994.49	HIVEP zinc finger 2	chr6	142751469	142956698
ENSG00000010932.17	FMO1	protein_coding	1644.38	flavin containing dimethylaniline monoxygenase 1	chr1	171248471	171285978
ENSG00000011007.12	ELOA	protein_coding	3210.99	elongin A	chr1	23743448	23762059
ENSG00000011009.11	LYPLA2	protein_coding	1129.94	lysophospholipase 2	chr1	23791145	23795539
ENSG00000011021.23	CLCN6	protein_coding	3192.18	chloride voltage-gated channel 6	chr1	11806096	11848079
ENSG00000011028.14	AC080038.1	protein_coding	4175.05	mannose receptor C type 2	chr17	62627670	62693597
ENSG00000011052.21	NME1-NME2	protein_coding	1021	NME1-NME2 readthrough	chr17	51153590	51171744
ENSG00000011083.9	SLC6A7	protein_coding	3625	solute carrier family 6 member 7	chr5	150190062	150222788
ENSG00000011105.14	TSPAN9	protein_coding	930.81	tetraspanin 9	chr12	3077355	3286564
ENSG00000011114.15	BTBD7	protein_coding	3185.27	BTB domain containing 7	chr14	93237550	93333092
ENSG00000011132.12	AC005954.1	protein_coding	1096.36	amyloid beta precursor protein binding family A member 3	chr19	3750772	3761692
ENSG00000011143.16	MKS1	protein_coding	1027.13	MKS transition zone complex subunit 1	chr17	58205441	58219605
ENSG00000011198.9	ABHD5	protein_coding	2575.7	abhydrolase domain containing 5, lysophosphatidic acid acyltransferase	chr3	43690108	43734371
ENSG00000011201.12	ANOS1	protein_coding	2588.67	anosmin 1	chrX	8528874	8732137
ENSG00000011243.18	AKAP8L	protein_coding	1227.68	A-kinase anchoring protein 8 like	chr19	15380050	15419141
ENSG00000011258.16	MBTD1	protein_coding	3853.68	mbt domain containing 1	chr17	51177425	51260163
ENSG00000011260.14	UTP18	protein_coding	1588.61	UTP18 small subunit processome component	chr17	51260546	51297936
ENSG00000011275.18	RNF216	protein_coding	3953.82	ring finger protein 216	chr7	5620047	5781696
ENSG00000011295.16	TTC19	protein_coding	2308.6	tetratricopeptide repeat domain 19	chr17	15999784	16045015
ENSG00000011304.20	PTBP1	protein_coding	1663	polypyrimidine tract binding protein 1	chr19	797075	812327
ENSG00000011332.19	DPF1	protein_coding	523	double PHD fingers 1	chr19	38211006	38229714
ENSG00000011347.9	SYT7	protein_coding	1924.6	synaptotagmin 7	chr11	61513714	61581148
ENSG00000011376.12	LARS2	protein_coding	4054.42	leucyl-tRNA synthetase 2, mitochondrial	chr3	45388561	45554726
ENSG00000011405.13	PIK3C2A	protein_coding	4114.57	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha	chr11	17077730	17207986
ENSG00000011422.12	PLAUR	protein_coding	1099.77	plasminogen activator, urokinase receptor	chr19	43646095	43670547
ENSG00000011426.11	ANLN	protein_coding	1356.23	anillin, actin binding protein	chr7	36389821	36453791
ENSG00000011451.19	WIZ	protein_coding	4285.65	WIZ zinc finger	chr19	15419978	15449956
ENSG00000011454.17	RABGAP1	protein_coding	2548.53	RAB GTPase activating protein 1	chr9	122940833	123104866
ENSG00000011465.17	DCN	protein_coding	1707.05	decorin	chr12	91140484	91183217
ENSG00000011478.12	QPCTL	protein_coding	1788.05	glutaminyl-peptide cyclotransferase like	chr19	45692403	45703989
ENSG00000011485.14	PPP5C	protein_coding	1293.65	protein phosphatase 5 catalytic subunit	chr19	46347087	46392981
ENSG00000011523.14	CEP68	protein_coding	4428.44	centrosomal protein 68	chr2	65056354	65087004
ENSG00000011566.15	MAP4K3	protein_coding	2158.23	mitogen-activated protein kinase kinase kinase kinase 3	chr2	39249266	39437301
ENSG00000011590.14	ZBTB32	protein_coding	1733	zinc finger and BTB domain containing 32	chr19	35704558	35717038
ENSG00000011600.11	TYROBP	protein_coding	561.83	transmembrane immune signaling adaptor TYROBP	chr19	35904401	35908295
ENSG00000011638.10	TMEM159	protein_coding	1345.85	lipid droplet assembly factor 1	chr16	21158377	21180616
ENSG00000011677.13	GABRA3	protein_coding	1522	gamma-aminobutyric acid type A receptor subunit alpha3	chrX	152166234	152451315
ENSG00000012048.22	BRCA1	protein_coding	3091.05	BRCA1 DNA repair associated	chr17	43044295	43170245
ENSG00000012061.15	ERCC1	protein_coding	1590.83	ERCC excision repair 1, endonuclease non-catalytic subunit	chr19	45407334	45478828
ENSG00000012124.17	CD22	protein_coding	1513.22	CD22 molecule	chr19	35319261	35347361
ENSG00000012171.19	SEMA3B	protein_coding	2882.81	semaphorin 3B	chr3	50267558	50277546
ENSG00000012174.12	MBTPS2	protein_coding	3989.37	membrane bound transcription factor peptidase, site 2	chrX	21839617	21885423
ENSG00000012211.13	PRICKLE3	protein_coding	2031.96	prickle planar cell polarity protein 3	chrX	49174802	49186528
ENSG00000012223.12	LTF	protein_coding	2450.95	lactotransferrin	chr3	46435645	46485234
ENSG00000012232.8	EXTL3	protein_coding	6153.44	exostosin like glycosyltransferase 3	chr8	28600469	28756561
ENSG00000012504.15	NR1H4	protein_coding	1528.82	nuclear receptor subfamily 1 group H member 4	chr12	100473708	100564414
ENSG00000012660.14	ELOVL5	protein_coding	1332.58	ELOVL fatty acid elongase 5	chr6	53267398	53349179
ENSG00000012779.11	ALOX5	protein_coding	1414.12	arachidonate 5-lipoxygenase	chr10	45374176	45446119
ENSG00000012817.15	KDM5D	protein_coding	3548.6	lysine demethylase 5D	chrY	19703865	19744939
ENSG00000012822.16	CALCOCO1	protein_coding	1929.42	calcium binding and coiled-coil domain 1	chr12	53708517	53727745
ENSG00000012963.15	UBR7	protein_coding	2901.32	ubiquitin protein ligase E3 component n-recognin 7	chr14	93207241	93229215
ENSG00000012983.11	MAP4K5	protein_coding	2743.48	mitogen-activated protein kinase kinase kinase kinase 5	chr14	50418501	50561126
ENSG00000013016.16	EHD3	protein_coding	4825	EH domain containing 3	chr2	31234152	31269451
ENSG00000013275.7	PSMC4	protein_coding	1448.39	proteasome 26S subunit, ATPase 4	chr19	39971165	39981764
ENSG00000013288.8	MAN2B2	protein_coding	5598.27	mannosidase alpha class 2B member 2	chr4	6575189	6623362
ENSG00000013293.6	SLC7A14	protein_coding	5306.5	solute carrier family 7 member 14	chr3	170459548	170586075
ENSG00000013297.11	CLDN11	protein_coding	593	claudin 11	chr3	170418868	170454733
ENSG00000013306.16	SLC25A39	protein_coding	1301.51	solute carrier family 25 member 39	chr17	44319625	44324870
ENSG00000013364.19	MVP	protein_coding	1938.73	major vault protein	chr16	29820394	29848039
ENSG00000013374.16	NUB1	protein_coding	1598.63	negative regulator of ubiquitin like proteins 1	chr7	151341772	151378449
ENSG00000013375.16	PGM3	protein_coding	1998.9	phosphoglucomutase 3	chr6	83147324	83193936
ENSG00000013392.8	RWDD2A	protein_coding	3769	RWD domain containing 2A	chr6	83193357	83198935
ENSG00000013441.16	CLK1	protein_coding	1565.25	CDC like kinase 1	chr2	200853009	200864691
ENSG00000013503.10	POLR3B	protein_coding	2783.94	RNA polymerase III subunit B	chr12	106357748	106510198
ENSG00000013523.9	ANGEL1	protein_coding	4023.97	angel homolog 1	chr14	76786009	76826246
ENSG00000013561.18	RNF14	protein_coding	1194.84	ring finger protein 14	chr5	141958328	141990292
ENSG00000013563.14	DNASE1L1	protein_coding	2108.59	deoxyribonuclease 1 like 1	chrX	154401236	154412112
ENSG00000013573.17	DDX11	protein_coding	2225.57	DEAD/H-box helicase 11	chr12	31073860	31104799
ENSG00000013583.10	HEBP1	protein_coding	1167.6	heme binding protein 1	chr12	12974870	13000265
ENSG00000013588.8	GPRC5A	protein_coding	7362	G protein-coupled receptor class C group 5 member A	chr12	12891559	12917937
ENSG00000013619.14	MAMLD1	protein_coding	4374	mastermind like domain containing 1	chrX	150361422	150514178
ENSG00000013725.14	CD6	protein_coding	2038.5	CD6 molecule	chr11	60971680	61020377
ENSG00000013810.19	TACC3	protein_coding	1912.04	transforming acidic coiled-coil containing protein 3	chr4	1712858	1745171
ENSG00000014123.10	UFL1	protein_coding	2946.34	UFM1 specific ligase 1	chr6	96521595	96555276
ENSG00000014138.9	POLA2	protein_coding	1593.01	DNA polymerase alpha 2, accessory subunit	chr11	65261920	65305589
ENSG00000014164.7	ZC3H3	protein_coding	3102.97	zinc finger CCCH-type containing 3	chr8	143437659	143541447
ENSG00000014216.15	CAPN1	protein_coding	1574.28	calpain 1	chr11	65180566	65212006
ENSG00000014257.16	ACPP	protein_coding	1189.94	acid phosphatase 3	chr3	132317369	132368302
ENSG00000014641.18	MDH1	protein_coding	1123.65	malate dehydrogenase 1	chr2	63588609	63607197
ENSG00000014824.14	SLC30A9	protein_coding	2511.42	solute carrier family 30 member 9	chr4	41990502	42090461
ENSG00000014914.21	MTMR11	protein_coding	1042.1	myotubularin related protein 11	chr1	149928651	149936879
ENSG00000014919.12	COX15	protein_coding	2298.2	cytochrome c oxidase assembly homolog COX15	chr10	99710868	99732127
ENSG00000015133.19	CCDC88C	protein_coding	2660.3	coiled-coil domain containing 88C	chr14	91271323	91417844
ENSG00000015153.14	YAF2	protein_coding	1857.49	YY1 associated factor 2	chr12	42157104	42238349
ENSG00000015171.19	ZMYND11	protein_coding	3278.38	zinc finger MYND-type containing 11	chr10	130088	254637
ENSG00000015285.10	WAS	protein_coding	1488.07	WASP actin nucleation promoting factor	chrX	48676596	48691431
ENSG00000015413.9	DPEP1	protein_coding	618.51	dipeptidase 1	chr16	89613308	89638456
ENSG00000015475.18	BID	protein_coding	1015.16	BH3 interacting domain death agonist	chr22	17734138	17774770
ENSG00000015479.18	MATR3	protein_coding	2306.02	matrin 3	chr5	139293674	139331677
ENSG00000015520.14	NPC1L1	protein_coding	2554	NPC1 like intracellular cholesterol transporter 1	chr7	44512535	44541330
ENSG00000015532.9	XYLT2	protein_coding	3269.89	xylosyltransferase 2	chr17	50346126	50363138
ENSG00000015568.13	RGPD5	protein_coding	1393.48	RANBP2 like and GRIP domain containing 5	chr2	109792758	109857705
ENSG00000015592.16	STMN4	protein_coding	1337.14	stathmin 4	chr8	27235308	27258420
ENSG00000015676.18	NUDCD3	protein_coding	2647.83	NudC domain containing 3	chr7	44379119	44490658
ENSG00000016082.15	ISL1	protein_coding	1529	ISL LIM homeobox 1	chr5	51383448	51394730
ENSG00000016391.11	CHDH	protein_coding	7694	choline dehydrogenase	chr3	53812335	53846419
ENSG00000016402.13	IL20RA	protein_coding	1761.5	interleukin 20 receptor subunit alpha	chr6	136999971	137045180
ENSG00000016490.15	CLCA1	protein_coding	3214	chloride channel accessory 1	chr1	86468368	86500259
ENSG00000016602.9	CLCA4	protein_coding	1846.5	chloride channel accessory 4	chr1	86547078	86580754
ENSG00000016864.18	GLT8D1	protein_coding	1115.19	glycosyltransferase 8 domain containing 1	chr3	52694486	52706032
ENSG00000017260.19	ATP2C1	protein_coding	1777.2	ATPase secretory pathway Ca2+ transporting 1	chr3	130850595	131016712
ENSG00000017427.16	IGF1	protein_coding	7359	insulin like growth factor 1	chr12	102395874	102481744
ENSG00000017483.15	SLC38A5	protein_coding	1225.14	solute carrier family 38 member 5	chrX	48458537	48470260
ENSG00000017797.13	RALBP1	protein_coding	3770.76	ralA binding protein 1	chr18	9475009	9538114
ENSG00000018189.13	RUFY3	protein_coding	2572.13	RUN and FYVE domain containing 3	chr4	70704204	70808619
ENSG00000018236.15	CNTN1	protein_coding	1262.29	contactin 1	chr12	40692439	41072415
ENSG00000018280.17	SLC11A1	protein_coding	1514.2	solute carrier family 11 member 1	chr2	218382029	218396894
ENSG00000018408.14	WWTR1	protein_coding	2143	WW domain containing transcription regulator 1	chr3	149517235	149736714
ENSG00000018510.15	AGPS	protein_coding	4286.39	alkylglycerone phosphate synthase	chr2	177392746	177567024
ENSG00000018607.6	ZNF806	unprocessed_pseudogene	1774	zinc finger protein 285C, pseudogene	chr2	132309309	132318736
ENSG00000018610.14	CXorf56	protein_coding	1543.15	STING1 ER exit protein 1	chrX	119538149	119565409
ENSG00000018625.14	ATP1A2	protein_coding	2310.75	ATPase Na+/K+ transporting subunit alpha 2	chr1	160115759	160143591
ENSG00000018699.13	TTC27	protein_coding	1704.82	tetratricopeptide repeat domain 27	chr2	32628032	32821051
ENSG00000018869.16	ZNF582	protein_coding	1071.94	zinc finger protein 582	chr19	56375846	56393538
ENSG00000019102.12	VSIG2	protein_coding	1177	V-set and immunoglobulin domain containing 2	chr11	124747474	124752255
ENSG00000019144.19	PHLDB1	protein_coding	3337	pleckstrin homology like domain family B member 1	chr11	118606440	118658031
ENSG00000019169.10	MARCO	protein_coding	987.67	macrophage receptor with collagenous structure	chr2	118942194	118994660
ENSG00000019186.10	CYP24A1	protein_coding	1402	cytochrome P450 family 24 subfamily A member 1	chr20	54153446	54173986
ENSG00000019485.13	PRDM11	protein_coding	4999.85	PR/SET domain 11	chr11	45095806	45235110
ENSG00000019505.8	SYT13	protein_coding	2477.33	synaptotagmin 13	chr11	45240302	45286341
ENSG00000019549.13	SNAI2	protein_coding	2180	snail family transcriptional repressor 2	chr8	48917598	48921740
ENSG00000019582.15	CD74	protein_coding	1263.76	CD74 molecule	chr5	150401637	150412969
ENSG00000019991.18	HGF	protein_coding	1586.46	hepatocyte growth factor	chr7	81699010	81770438
ENSG00000019995.6	ZRANB1	protein_coding	5411.69	zinc finger RANBP2-type containing 1	chr10	124942123	124988189
ENSG00000020129.16	NCDN	protein_coding	2709.04	neurochondrin	chr1	35557473	35567274
ENSG00000020181.17	ADGRA2	protein_coding	5757.8	adhesion G protein-coupled receptor A2	chr8	37784191	37844896
ENSG00000020219.9	CCT8L1P	processed_pseudogene	1674	chaperonin containing TCP1 subunit 8 like 1, pseudogene	chr7	152445477	152447150
ENSG00000020256.20	ZFP64	protein_coding	2538.9	ZFP64 zinc finger protein	chr20	52051663	52204308
ENSG00000020426.11	MNAT1	protein_coding	813.22	MNAT1 component of CDK activating kinase	chr14	60734742	60969965
ENSG00000020577.13	SAMD4A	protein_coding	3380.86	sterile alpha motif domain containing 4A	chr14	54566117	54793315
ENSG00000020633.18	RUNX3	protein_coding	3662.29	RUNX family transcription factor 3	chr1	24899511	24965121
ENSG00000020922.12	MRE11	protein_coding	4422.68	MRE11 homolog, double strand break repair nuclease	chr11	94415570	94493885
ENSG00000021300.14	PLEKHB1	protein_coding	1654.36	pleckstrin homology domain containing B1	chr11	73646178	73662819
ENSG00000021355.13	SERPINB1	protein_coding	1795.73	serpin family B member 1	chr6	2832332	2841959
ENSG00000021461.16	CYP3A43	protein_coding	687	cytochrome P450 family 3 subfamily A member 43	chr7	99828013	99866093
ENSG00000021488.13	SLC7A9	protein_coding	1901.45	solute carrier family 7 member 9	chr19	32830509	32869767
ENSG00000021574.12	SPAST	protein_coding	2734.68	spastin	chr2	32063556	32157637
ENSG00000021645.18	NRXN3	protein_coding	8504	neurexin 3	chr14	78170373	79868291
ENSG00000021762.20	OSBPL5	protein_coding	1820.95	oxysterol binding protein like 5	chr11	3087107	3166739
ENSG00000021776.11	AQR	protein_coding	3790.18	aquarius intron-binding spliceosomal factor	chr15	34851782	34969742
ENSG00000021826.15	CPS1	protein_coding	5698	carbamoyl-phosphate synthase 1	chr2	210477682	210679107
ENSG00000021852.13	C8B	protein_coding	1367.67	complement C8 beta chain	chr1	56929207	56974383
ENSG00000022267.18	FHL1	protein_coding	1770.72	four and a half LIM domains 1	chrX	136146702	136211359
ENSG00000022277.12	RTF2	protein_coding	1489.81	replication termination factor 2	chr20	56468585	56519449
ENSG00000022355.17	GABRA1	protein_coding	2105.45	gamma-aminobutyric acid type A receptor subunit alpha1	chr5	161847063	161899981
ENSG00000022556.16	NLRP2	protein_coding	1131.1	NLR family pyrin domain containing 2	chr19	54953130	55001142
ENSG00000022567.9	SLC45A4	protein_coding	1679.42	solute carrier family 45 member 4	chr8	141207166	141308305
ENSG00000022840.16	RNF10	protein_coding	1675.71	ring finger protein 10	chr12	120533480	120577588
ENSG00000022976.15	ZNF839	protein_coding	2788.59	zinc finger protein 839	chr14	102317377	102342702
ENSG00000023041.11	ZDHHC6	protein_coding	2016.52	zinc finger DHHC-type palmitoyltransferase 6	chr10	112424428	112447572
ENSG00000023171.18	GRAMD1B	protein_coding	3637.68	GRAM domain containing 1B	chr11	123358428	123627774
ENSG00000023191.17	RNH1	protein_coding	1584.14	ribonuclease/angiogenin inhibitor 1	chr11	494512	507300
ENSG00000023228.14	NDUFS1	protein_coding	2905.84	NADH:ubiquinone oxidoreductase core subunit S1	chr2	206114817	206159509
ENSG00000023287.13	RB1CC1	protein_coding	5137.28	RB1 inducible coiled-coil 1	chr8	52622458	52745843
ENSG00000023318.8	ERP44	protein_coding	4808	endoplasmic reticulum protein 44	chr9	99979185	100099052
ENSG00000023330.15	ALAS1	protein_coding	2069.55	5'-aminolevulinate synthase 1	chr3	52198086	52214327
ENSG00000023445.14	BIRC3	protein_coding	5999.98	baculoviral IAP repeat containing 3	chr11	102317450	102339403
ENSG00000023516.9	AKAP11	protein_coding	9915	A-kinase anchoring protein 11	chr13	42272152	42323261
ENSG00000023572.9	GLRX2	protein_coding	1893.95	glutaredoxin 2	chr1	193090866	193106114
ENSG00000023608.5	SNAPC1	protein_coding	2593	small nuclear RNA activating complex polypeptide 1	chr14	61762420	61796428
ENSG00000023697.13	DERA	protein_coding	1383.26	deoxyribose-phosphate aldolase	chr12	15911302	16037381
ENSG00000023734.11	STRAP	protein_coding	1663.25	serine/threonine kinase receptor associated protein	chr12	15882387	15903478
